pressure,p_std,temp,t_std
101325.39203833089,0.9,23.199748825622738,0.003
101323.55763899274,0.9,23.202272182959938,0.003
101324.73567805778,0.9,23.196362357473976,0.003
101326.57317194184,0.9,23.20471540814502,0.003
101326.25634379496,0.9,23.20344356704342,0.003
101324.96241355133,0.9,23.198517631536614,0.003
101323.92169146841,0.9,23.202233269625456,0.003
101323.50140668302,0.9,23.203250852044498,0.003
101325.70511342466,0.9,23.197739690858477,0.003
101325.40416942492,0.9,23.19766082111606,0.003
101325.93558585642,0.9,23.19889154117086,0.003
101323.29985554503,0.9,23.194868094770086,0.003
101327.11554816687,0.9,23.203394827265292,0.003
101325.30575893587,0.9,23.195798765344136,0.003
101322.52551190395,0.9,23.200050158053173,0.003
101325.16881511529,0.9,23.200387615612435,0.003
101327.49510099222,0.9,23.204946084989533,0.003
101324.19999523164,0.9,23.19707306079008,0.003
101323.85384781874,0.9,23.203928810383438,0.003
101323.8630722689,0.9,23.197089638773566,0.003
101324.79930585047,0.9,23.201658477360546,0.003
101325.47105056004,0.9,23.196890639919935,0.003
101325.22654306964,0.9,23.198090999903492,0.003
101325.01617946506,0.9,23.20116366342818,0.003
101324.44143675962,0.9,23.194974964148965,0.003
101325.2229722007,0.9,23.19497045535475,0.003
101325.140162243,0.9,23.202430914347367,0.003
101327.05325426423,0.9,23.198967754577524,0.003
101325.01167316164,0.9,23.202718353964258,0.003
101325.34769636209,0.9,23.19935908197201,0.003
101325.58822131841,0.9,23.20402403596889,0.003
101326.38665741056,0.9,23.20065038826958,0.003
101324.49257541665,0.9,23.202437171067764,0.003
101324.58379259548,0.9,23.201875668450075,0.003
101326.12545373432,0.9,23.202089415996706,0.003
101325.04188129905,0.9,23.203737556106326,0.003
101324.62823337925,0.9,23.19869419110261,0.003
101325.30295147745,0.9,23.19685862736673,0.003
101324.69394679746,0.9,23.19965450694504,0.003
101324.61675719469,0.9,23.203741951149297,0.003
101325.08295372826,0.9,23.197016910597984,0.003
101326.35832656476,0.9,23.19982154482016,0.003
101324.19436796635,0.9,23.202627480630852,0.003
101323.58979566461,0.9,23.19476148518455,0.003
101325.80613160673,0.9,23.19951339985521,0.003
101326.3335438873,0.9,23.196718117024243,0.003
101324.32591332252,0.9,23.20064599906107,0.003
101324.35385163325,0.9,23.198026578192298,0.003
101325.35197097281,0.9,23.20195376975013,0.003
101324.75702473495,0.9,23.205122364701456,0.003
101324.23222370524,0.9,23.200786020077967,0.003
101325.09608500305,0.9,23.203470588813392,0.003
101325.42272432175,0.9,23.20765831651458,0.003
101324.2358846148,0.9,23.199167247630374,0.003
101324.47982774494,0.9,23.199104800193922,0.003
101326.530326011,0.9,23.202371635511092,0.003
101325.05152647999,0.9,23.196729262400712,0.003
101324.76263910417,0.9,23.204395142513622,0.003
101326.06492575291,0.9,23.197686909675145,0.003
101324.62626696173,0.9,23.196699825262762,0.003
101325.48705431508,0.9,23.200507752885006,0.003
101324.1292742546,0.9,23.190876682640546,0.003
101325.38841855602,0.9,23.206651702860377,0.003
101324.92259583618,0.9,23.202562283090376,0.003
101323.32445556871,0.9,23.20061001112207,0.003
101324.24824485884,0.9,23.20351228968201,0.003
101323.70563679248,0.9,23.195473366780966,0.003
101325.2000504324,0.9,23.196309645642977,0.003
101325.95564381548,0.9,23.200229728760302,0.003
101324.28442112944,0.9,23.198801229074483,0.003
101323.97851201861,0.9,23.200616873700763,0.003
101325.21210027067,0.9,23.20083155325054,0.003
101324.20994878044,0.9,23.205589437439222,0.003
101324.07817547754,0.9,23.200295437976596,0.003
101323.74924641385,0.9,23.203727205104606,0.003
101323.88659179927,0.9,23.19647253230403,0.003
101325.36490947091,0.9,23.203742070865587,0.003
101325.05929286993,0.9,23.201522901930417,0.003
101322.94658953387,0.9,23.2032946716378,0.003
101326.5362484164,0.9,23.200818770604794,0.003
101324.88762414434,0.9,23.201934638160978,0.003
101325.58191943723,0.9,23.200593937422735,0.003
101326.01139324484,0.9,23.200384910598693,0.003
101323.8372855474,0.9,23.205809842036807,0.003
101325.68846200078,0.9,23.200884379242783,0.003
101324.96014450694,0.9,23.20617409767967,0.003
101325.55267398893,0.9,23.205027177300074,0.003
101325.05182593671,0.9,23.19767854658373,0.003
101324.35286538635,0.9,23.196967406434236,0.003
101325.30719203502,0.9,23.195041736432422,0.003
101325.33980867741,0.9,23.19651345934715,0.003
101323.29008508845,0.9,23.194361040119905,0.003
101326.1779495641,0.9,23.195107910388856,0.003
101323.13660261953,0.9,23.201354482989345,0.003
101323.60587511472,0.9,23.19826774986187,0.003
101324.2247773825,0.9,23.202133430671484,0.003
101324.96688465623,0.9,23.200803420115317,0.003
101325.57116769742,0.9,23.19679650654851,0.003
101325.84692799892,0.9,23.200057027906652,0.003
101324.49659873114,0.9,23.19756301410576,0.003
101323.99678075242,0.9,23.19626482130339,0.003
101324.08128207011,0.9,23.20350452977555,0.003
101325.4479385384,0.9,23.190475826708138,0.003
101324.58996953789,0.9,23.19474103604777,0.003
101325.01682665906,0.9,23.198545332427233,0.003
101322.57866122674,0.9,23.199253522344026,0.003
101325.0316831919,0.9,23.19986058899195,0.003
101324.93457525257,0.9,23.20045377722111,0.003
101325.92289188564,0.9,23.200580136286792,0.003
101324.18581048812,0.9,23.19983695447966,0.003
101324.29469011053,0.9,23.199427087755232,0.003
101324.51098446567,0.9,23.19096959385911,0.003
101326.42476534219,0.9,23.20091633876999,0.003
101325.4555907731,0.9,23.20081963213658,0.003
101324.13411912754,0.9,23.20161975839722,0.003
101325.35777371367,0.9,23.201869052975628,0.003
101324.97206631137,0.9,23.195089742468255,0.003
101325.07750342188,0.9,23.202637933684436,0.003
101324.29063112501,0.9,23.199045054393796,0.003
101324.58805652864,0.9,23.20149319038328,0.003
101326.14473317013,0.9,23.197592564494855,0.003
101323.8774933384,0.9,23.200811384822877,0.003
101324.38516038893,0.9,23.199491922993445,0.003
101325.25552570305,0.9,23.199565898019053,0.003
101325.72265751088,0.9,23.20179233648987,0.003
101323.95465355538,0.9,23.199435276722866,0.003
101323.57861440518,0.9,23.198682577877374,0.003
101327.58505875933,0.9,23.20262630316397,0.003
101325.91948999079,0.9,23.197376403541835,0.003
101326.49707718354,0.9,23.202398484302577,0.003
101325.10460688351,0.9,23.19999705470179,0.003
101326.06014293112,0.9,23.20224863617611,0.003
101325.77857647935,0.9,23.19956425831807,0.003
101324.08307807082,0.9,23.197544060095158,0.003
101325.94342024915,0.9,23.20112557137894,0.003
101325.17050469546,0.9,23.204926996582255,0.003
101325.72683784703,0.9,23.196234388759077,0.003
101325.69964331362,0.9,23.205562864676143,0.003
101323.88532304348,0.9,23.20136997206822,0.003
101326.03917060261,0.9,23.19944212684924,0.003
101325.36575001104,0.9,23.204288581670237,0.003
101324.56832583853,0.9,23.197199275647066,0.003
101324.60294643739,0.9,23.20200399377857,0.003
101326.04909127322,0.9,23.19281072438334,0.003
101323.64917834607,0.9,23.204448979914442,0.003
101325.06899683614,0.9,23.200383670501108,0.003
101324.07802244097,0.9,23.197872528947137,0.003
101325.98780564868,0.9,23.198391371096996,0.003
101323.60888515682,0.9,23.19761434729583,0.003
101324.06826308476,0.9,23.199005300441655,0.003
101325.93820571454,0.9,23.19300024039505,0.003
101325.23719464503,0.9,23.20162670495028,0.003
101324.0721659006,0.9,23.19515555269279,0.003
101325.41759121572,0.9,23.20077671136231,0.003
101325.17011152813,0.9,23.20041709422473,0.003
101325.991667229,0.9,23.20534712361817,0.003
101326.66431467063,0.9,23.195807864326227,0.003
101325.22896986466,0.9,23.198568605834915,0.003
101323.9807413806,0.9,23.200199237236774,0.003
101325.54042580865,0.9,23.197156716075696,0.003
101324.68398830749,0.9,23.205382476980297,0.003
101325.9131031196,0.9,23.192070637830867,0.003
101324.23486306342,0.9,23.198995860592078,0.003
101323.92687358141,0.9,23.19559408271693,0.003
101323.92817205496,0.9,23.201503644315185,0.003
101326.43657412243,0.9,23.199425159863868,0.003
101325.38976501692,0.9,23.198975542276116,0.003
101326.36231295235,0.9,23.194450858479577,0.003
101325.20367394235,0.9,23.198726220721372,0.003
101327.26219256634,0.9,23.197283578511964,0.003
101326.0668963171,0.9,23.196743702721097,0.003
101323.9748020265,0.9,23.19695882649836,0.003
101324.71859534329,0.9,23.202634141235627,0.003
101326.0645813334,0.9,23.202898197287915,0.003
101323.5214167359,0.9,23.204042874822758,0.003
101324.45403145516,0.9,23.203393391412924,0.003
101323.98059885026,0.9,23.197827147912538,0.003
101324.14932597092,0.9,23.199846950871382,0.003
101325.56360559471,0.9,23.201291118736897,0.003
101326.1222873236,0.9,23.202178816324118,0.003
101324.8423960381,0.9,23.198186636811133,0.003
101325.20186311516,0.9,23.20417785355464,0.003
101325.18512892608,0.9,23.204771476194285,0.003
101325.21231302214,0.9,23.197073028203818,0.003
101324.22265104942,0.9,23.198678480424622,0.003
101326.08500084197,0.9,23.198053176194733,0.003
101325.51625721919,0.9,23.202400928172487,0.003
101324.40483187567,0.9,23.19868053576596,0.003
101326.57618663163,0.9,23.201198761866042,0.003
101324.65299382483,0.9,23.20748072681118,0.003
101325.67828703596,0.9,23.198626808426663,0.003
101324.726104605,0.9,23.20076915557126,0.003
101324.80633664782,0.9,23.194658382268152,0.003
101326.94006963373,0.9,23.2001408290334,0.003
101324.78660934413,0.9,23.19926734523043,0.003
101325.86538333535,0.9,23.199601147281232,0.003
101324.16724112692,0.9,23.195314876992917,0.003
101326.34946886718,0.9,23.200406427096464,0.003
101324.69283128742,0.9,23.201483237489743,0.003
101324.14913806794,0.9,23.198362288624182,0.003
101326.26593954467,0.9,23.203089331541726,0.003
101325.07256366503,0.9,23.20288374493474,0.003
101323.6112064711,0.9,23.201326747000493,0.003
101326.74971292359,0.9,23.20203445756929,0.003
101325.8618792732,0.9,23.197640684865707,0.003
101324.5653239674,0.9,23.19468375109363,0.003
101325.64670765857,0.9,23.201833423787466,0.003
101324.28389253313,0.9,23.20172586943883,0.003
101326.15728130394,0.9,23.198586921142468,0.003
101325.06996312164,0.9,23.2013503980269,0.003
101326.16360561881,0.9,23.204377520640165,0.003
101326.512374579,0.9,23.20312398257434,0.003
101323.91006746556,0.9,23.20203897563751,0.003
101323.85239551503,0.9,23.20345180990616,0.003
101323.67896510642,0.9,23.20173149653351,0.003
101325.17099735262,0.9,23.198835996515932,0.003
101325.05605115458,0.9,23.20208099431394,0.003
101324.70864178588,0.9,23.197845080689987,0.003
101325.31928123496,0.9,23.20027219483615,0.003
101324.5041020512,0.9,23.20281610016576,0.003
101325.9858817202,0.9,23.19774971898536,0.003
101327.06468651962,0.9,23.200359386482763,0.003
101325.54715998622,0.9,23.204405748497564,0.003
101326.9942529114,0.9,23.19857772294708,0.003
101324.67183391066,0.9,23.196830353677267,0.003
101324.67632178187,0.9,23.198631287704867,0.003
101324.30071644031,0.9,23.202488536223825,0.003
101325.57764211661,0.9,23.19575436036959,0.003
101325.2591765781,0.9,23.200998499202566,0.003
101323.52758402383,0.9,23.19760602540613,0.003
101326.77635978573,0.9,23.19713107062734,0.003
101323.16687647074,0.9,23.205704806627477,0.003
101325.19936137111,0.9,23.200462424791837,0.003
101325.41371556431,0.9,23.202322277886374,0.003
101324.96121789653,0.9,23.194178899258464,0.003
101324.3528404962,0.9,23.20262143341356,0.003
101324.20190995555,0.9,23.198619704461983,0.003
101325.58960451487,0.9,23.199621875420263,0.003
101324.37008206417,0.9,23.199667024325876,0.003
101323.97412167491,0.9,23.205277174644802,0.003
101325.78968076596,0.9,23.201781475140155,0.003
101325.0599127129,0.9,23.203610894887795,0.003
101327.17691073542,0.9,23.194663580576325,0.003
101324.74436308401,0.9,23.206727703061425,0.003
101325.23603306906,0.9,23.200544108464896,0.003
101324.51516966766,0.9,23.205504386581723,0.003
101326.11661031054,0.9,23.198553401395092,0.003
101327.60325137153,0.9,23.20055367810022,0.003
101324.44973190514,0.9,23.199112574013878,0.003
101323.90226347464,0.9,23.20435376566787,0.003
101325.2387660023,0.9,23.20309639057423,0.003
101325.78557777159,0.9,23.202501964720618,0.003
101324.71539816217,0.9,23.202210954392836,0.003
101324.99113530997,0.9,23.19674807932508,0.003
101322.9740320981,0.9,23.197011126429466,0.003
101325.91954609734,0.9,23.199884193157406,0.003
101324.27331983598,0.9,23.195849373829756,0.003
101324.21394439852,0.9,23.195457112902893,0.003
101325.39681437176,0.9,23.19667237446911,0.003
101325.59395176129,0.9,23.20390183178704,0.003
101324.70770022184,0.9,23.203732765628782,0.003
101325.07328705855,0.9,23.20238544387187,0.003
101324.62085922084,0.9,23.2042179375113,0.003
101324.99636122436,0.9,23.20038883971976,0.003
101325.68126167003,0.9,23.201458067670103,0.003
101326.80472401953,0.9,23.198794148822024,0.003
101325.3363329295,0.9,23.200510033602125,0.003
101325.24470803159,0.9,23.197573154831783,0.003
101324.90646159678,0.9,23.200007188301868,0.003
101324.98620338559,0.9,23.196821095795226,0.003
101324.77229224589,0.9,23.198508118101692,0.003
101324.93978653869,0.9,23.20179080831194,0.003
101325.492849349,0.9,23.20337313249344,0.003
101323.77016551115,0.9,23.202003268764585,0.003
101325.56500444042,0.9,23.201607070681504,0.003
101325.89787327172,0.9,23.206864473144698,0.003
101323.16888349225,0.9,23.200426060827514,0.003
101324.71740637429,0.9,23.20245784599996,0.003
101324.3571805556,0.9,23.2001281292924,0.003
101325.0663965157,0.9,23.19743004442798,0.003
101326.10679421626,0.9,23.201337899347916,0.003
101324.71163280826,0.9,23.201157749027807,0.003
101325.30220900317,0.9,23.201123668515514,0.003
101324.86250183628,0.9,23.19833510739421,0.003
101324.85664831358,0.9,23.201904372814777,0.003
101326.70807323088,0.9,23.20297502695816,0.003
101326.58371532259,0.9,23.199345604697427,0.003
101325.06015729769,0.9,23.202220122330267,0.003
101325.5888739741,0.9,23.20318516435315,0.003
101327.37851534034,0.9,23.19825547304281,0.003
101325.16734546816,0.9,23.19932666838833,0.003
101324.74938108979,0.9,23.197909907248288,0.003
101323.75100083361,0.9,23.201388036936034,0.003
101324.31639776626,0.9,23.196657783262335,0.003
101325.87167348682,0.9,23.19652921033047,0.003
101325.18646326291,0.9,23.201527843084754,0.003
101325.12237891898,0.9,23.200721070586418,0.003
101324.55411033527,0.9,23.199886049121815,0.003
101324.87686737198,0.9,23.195526498127343,0.003
101325.59928313475,0.9,23.197540181400242,0.003
101323.52341958962,0.9,23.202053958883248,0.003
101325.34874419526,0.9,23.1988152666091,0.003
101325.40571238226,0.9,23.196283693322417,0.003
101325.20543904102,0.9,23.201670589203136,0.003
101325.05730341475,0.9,23.203418882424113,0.003
101324.84751983758,0.9,23.203166171715697,0.003
101325.72584410067,0.9,23.20106234767316,0.003
101326.01286158751,0.9,23.202200302171963,0.003
101324.01490767174,0.9,23.203365372085727,0.003
101324.37970518444,0.9,23.199095919644012,0.003
101325.00364109038,0.9,23.20118107681877,0.003
101321.6441349585,0.9,23.197389686427492,0.003
101325.93976077082,0.9,23.19904445153197,0.003
101325.6313283851,0.9,23.199902475354556,0.003
101326.38624803514,0.9,23.19870803180341,0.003
101324.9606734155,0.9,23.194397519287147,0.003
101325.89897854834,0.9,23.193197406630333,0.003
101325.0842032871,0.9,23.200980389250354,0.003
101325.20947537072,0.9,23.194758581196222,0.003
101323.60227911695,0.9,23.199568191310398,0.003
101323.21927994165,0.9,23.19898056344407,0.003
101325.85702083998,0.9,23.19833303137829,0.003
101324.9364867519,0.9,23.19999836877161,0.003
101327.09395111202,0.9,23.19837105371359,0.003
101326.00777204316,0.9,23.20200118436373,0.003
101326.34104764862,0.9,23.200833285435728,0.003
101324.33602887539,0.9,23.196451767187074,0.003
101324.72249335423,0.9,23.200912394052608,0.003
101325.94059349773,0.9,23.200342625864455,0.003
101326.22532217157,0.9,23.20053466918564,0.003
101324.6888016063,0.9,23.2006954049772,0.003
101324.38125347278,0.9,23.20007933635815,0.003
101323.71243157516,0.9,23.20215767990693,0.003
101324.76782932575,0.9,23.19754391271901,0.003
101325.47785750387,0.9,23.203930790200317,0.003
101325.98767111501,0.9,23.203978872847507,0.003
101324.86472577736,0.9,23.193898915753174,0.003
101326.17769173344,0.9,23.202569518027204,0.003
101325.26180149202,0.9,23.20404921801131,0.003
101326.62307856462,0.9,23.20224860878701,0.003
101326.26757181456,0.9,23.199872256547362,0.003
101324.04895279622,0.9,23.19969761681846,0.003
101325.18316864625,0.9,23.194054081674558,0.003
101325.13925458626,0.9,23.201598101284723,0.003
101324.523412809,0.9,23.19177721872496,0.003
101325.40542603914,0.9,23.201339761772427,0.003
101325.72153280392,0.9,23.19747997524107,0.003
101324.23641698401,0.9,23.202111699050647,0.003
101325.16410777462,0.9,23.20051508031969,0.003
101324.85030143724,0.9,23.201884930550325,0.003
101324.64774489556,0.9,23.201559798783055,0.003
101325.293954298,0.9,23.2021056361805,0.003
101323.53897195193,0.9,23.198047153232974,0.003
101325.11591114318,0.9,23.198268387111394,0.003
101323.61249612791,0.9,23.197810351480523,0.003
101324.95713394217,0.9,23.200464314109556,0.003
101324.28987221251,0.9,23.19502608451215,0.003
101324.6965521743,0.9,23.204681989092613,0.003
101325.97587184698,0.9,23.2023806714941,0.003
101325.51315454973,0.9,23.202151895041293,0.003
101325.50255747572,0.9,23.19725528709513,0.003
101323.47625213719,0.9,23.199662279240712,0.003
101326.85409069422,0.9,23.20132286278748,0.003
101325.07843277199,0.9,23.200502929221237,0.003
101323.66524508384,0.9,23.19636267081154,0.003
101325.19103971402,0.9,23.19997601112529,0.003
101326.44141925141,0.9,23.205392215743707,0.003
101324.05803739477,0.9,23.200129043783353,0.003
101325.87366802579,0.9,23.199172802565304,0.003
101325.77581813639,0.9,23.197559555151567,0.003
101325.25202024504,0.9,23.202981756440302,0.003
101325.38592748332,0.9,23.198945698814338,0.003
101324.95359617405,0.9,23.199054308716875,0.003
101324.49741459196,0.9,23.199630230280164,0.003
101324.8993630942,0.9,23.203184742442986,0.003
101324.80119925017,0.9,23.19804929593038,0.003
101323.86850282416,0.9,23.201124504438855,0.003
101324.96805758124,0.9,23.19424912569675,0.003
101325.64368615729,0.9,23.202128214343706,0.003
101324.15950815115,0.9,23.199475905166747,0.003
101324.71689217794,0.9,23.205596331427223,0.003
101326.57822402862,0.9,23.201220026618316,0.003
101323.71362497826,0.9,23.198688349876218,0.003
